         Dat/Zeit;  Wind;Rotor;Leistung;Azimut;   Prod. 1;   Prod. 2;BtrStd 1;BtrStd 2;Gen1-;Lager;Außen;GetrT; Status;Spann;Spann;Spann;Strom-;Strom-;Strom-;CosPh;    Abgabe;     Bezug;  KH-Zähl1;  KH-Zähl2;  KH-DigiE;  KH-DigiI;  KH-Ana-1;  KH-Ana-2;  KH-Ana-3;  KH-Ana-4
21.01.2016, 18:00;1,1;0;0,2;135,3;33388268;1744067;49143;45372;1;16;-3,7;19;0;394,8;395,1;394,4;3;3;2,7;0,063;1191;21;0;0;0;0;0;0;0;0
21.01.2016, 18:10;1,3;0;0,1;135,3;33388268;1744067;49143;45372;1;16;-3,9;19;0;395;395,2;394,5;3;3,2;2,3;0,046;1191;21;0;0;0;0;0;0;0;0
21.01.2016, 18:20;1;0;0,1;135,3;33388268;1744067;49143;45372;1;16;-4;18,7;0;395;395,2;394,2;3;3,1;2,2;0,048;1191;21;0;0;0;0;0;0;0;0
21.01.2016, 18:30;1;0;0,1;135,3;33388268;1744067;49143;45372;1;15,2;-4;18;0;394,8;395,1;394,1;3,1;3;2,7;0,043;1191;21;0;0;0;0;0;0;0;0
21.01.2016, 18:40;1,1;0;0,1;135,3;33388268;1744067;49143;45372;1;15;-4;18;0;395;394,8;394,1;3;3;2,7;0,043;1191;21;0;0;0;0;0;0;0;0
21.01.2016, 18:50;1,2;0;0,1;135,3;33388268;1744067;49143;45372;1;15;-4;18;0;395,7;396;394,2;3,3;3;2,7;0,052;1191;21;0;0;0;0;0;0;0;0
21.01.2016, 19:00;1,2;0;0,1;135,3;33388268;1744067;49143;45372;1;15;-4;18;0;395,7;396;394,9;3;3;2,3;0,049;1191;21;0;0;0;0;0;0;0;0
21.01.2016, 19:10;1,7;0;-0,1;135,3;33388268;1744067;49143;45372;1;15;-4;17;0;396;396,9;395,9;3;2,9;2;0;1191;21;0;0;0;0;0;0;0;0
21.01.2016, 19:20;1,4;0,4;0;135,3;33388268;1744067;49143;45372;1;15,4;-4;17;0;396;396,6;395,4;3;2,8;2;0,044;1191;21;0;0;0;0;0;0;0;0
21.01.2016, 19:30;1,5;0,4;0,1;135,3;33388268;1744067;49143;45372;1;16;-4;17;0;396,1;396,2;395,7;3;2,8;2,5;0,033;1191;21;0;0;0;0;0;0;0;0
21.01.2016, 19:40;1,5;0,5;0,1;135,3;33388268;1744067;49143;45372;1;16;-4;17;0;396,2;396,7;395,6;3;2,9;2,5;0,047;1191;21;0;0;0;0;0;0;0;0
21.01.2016, 19:50;1,6;0,7;0,1;135,3;33388268;1744067;49143;45372;0,8;16;-4;17;0;397;397;395,7;3,1;2,8;2,7;0,048;1191;21;0;0;0;0;0;0;0;0
21.01.2016, 20:00;1,6;0,9;0,1;135,3;33388268;1744067;49143;45372;0;16,9;-4;16,5;0;397;396,8;395,9;2,9;2,9;2,3;0,084;1191;21;0;0;0;0;0;0;0;0
21.01.2016, 20:10;1,9;1;0,2;135,3;33388268;1744067;49143;45372;0;17;-4;16;0;397;397,1;395,8;3;3;2,2;0,086;1191;21;0;0;0;0;0;0;0;0
21.01.2016, 20:20;1,5;1;0,2;135,3;33388268;1744067;49143;45372;0;17;-4;16;0;396,9;396,9;396,2;3;3;2,1;0,062;1191;21;0;0;0;0;0;0;0;0
21.01.2016, 20:30;1,4;0,1;0,1;135,3;33388268;1744067;49143;45372;0;17;-4;16,4;0;397,4;397,2;396,1;2,8;2,7;2,7;0,038;1191;21;0;0;0;0;0;0;0;0
21.01.2016, 20:40;1,3;0;0;135,3;33388268;1744067;49143;45372;0;16,3;-4;16,9;0;397,7;397,7;396,9;2,8;2,7;2,9;0,008;1191;21;0;0;0;0;0;0;0;0
21.01.2016, 20:50;1,5;0;0,2;135,3;33388268;1744067;49143;45372;0;16;-4;17;0;398;398;396;3;3;2,4;0,065;1191;21;0;0;0;0;0;0;0;0
21.01.2016, 21:00;1,5;0;0,2;135,3;33388268;1744067;49143;45372;0;16;-4;17;0;398;398;396;3;3;2,4;0,065;1191;21;0;0;0;0;0;0;0;0
21.01.2016, 21:10;1,5;0;0,2;135,3;33388268;1744067;49143;45372;0;16;-4;17;0;398;398;396;3;3;2,4;0,065;1191;21;0;0;0;0;0;0;0;0
21.01.2016, 21:20;1,5;0;0,2;135,3;33388268;1744067;49143;45372;0;16;-4;17;0;398;398;396;3;3;2,4;0,065;1191;21;0;0;0;0;0;0;0;0
21.01.2016, 21:30;1,5;0;0,2;135,3;33388268;1744067;49143;45372;0;16;-4;17;0;398;398;396;3;3;2,4;0,065;1191;21;0;0;0;0;0;0;0;0
21.01.2016, 21:40;1,5;0;0,2;135,3;33388268;1744067;49143;45372;0;16;-4;17;0;398;398;396;3;3;2,4;0,065;1191;21;0;0;0;0;0;0;0;0
21.01.2016, 21:50;1,5;0;0,2;135,3;33388268;1744067;49143;45372;0;16;-4;17;0;398;398;396;3;3;2,4;0,065;1191;21;0;0;0;0;0;0;0;0
21.01.2016, 22:00;1,3;0;0,2;135,3;33388269;1744067;49143;45372;0;16;-4;17;0;397,9;397,9;396,2;2,9;2,9;2,4;0,062;1191;21;0;0;0;0;0;0;0;0
21.01.2016, 22:10;1;0;0,2;135,3;33388269;1744067;49143;45372;0;16;-4;17;0;397,7;397,8;396,8;2,7;2,8;2,5;0,055;1191;21;0;0;0;0;0;0;0;0
21.01.2016, 22:20;1;0;0,2;135,3;33388269;1744067;49143;45372;0;16;-4;17;0;397,7;397,8;396,8;2,7;2,8;2,5;0,055;1191;21;0;0;0;0;0;0;0;0
21.01.2016, 22:30;1;0;0,2;135,3;33388269;1744067;49143;45372;0;16;-4;17;0;397,7;397,8;396,8;2,7;2,8;2,5;0,055;1191;21;0;0;0;0;0;0;0;0
21.01.2016, 22:40;1;0;0,2;135,3;33388269;1744067;49143;45372;0;16;-4;17;0;397,7;397,8;396,8;2,7;2,8;2,5;0,055;1191;21;0;0;0;0;0;0;0;0
21.01.2016, 22:50;1;0;0,2;135,3;33388269;1744067;49143;45372;0;16;-4;17;0;397,7;397,8;396,8;2,7;2,8;2,5;0,055;1191;21;0;0;0;0;0;0;0;0
21.01.2016, 23:00;1;0;0,2;135,3;33388269;1744067;49143;45372;0;16;-4;17;0;397,7;397,8;396,8;2,7;2,8;2,5;0,055;1191;21;0;0;0;0;0;0;0;0
21.01.2016, 23:10;1,1;0,1;0,1;135,3;33388269;1744067;49143;45372;0;16;-4;16,4;0;397,3;397,3;396;2,7;2,9;2,2;0,052;1191;21;0;0;0;0;0;0;0;0
21.01.2016, 23:20;1,2;0,2;0,1;135,3;33388269;1744067;49143;45372;0;16;-4;16;0;397;397,1;395,8;2,7;3,2;2,3;0,027;1191;21;0;0;0;0;0;0;0;0
21.01.2016, 23:30;1,1;0;0,1;135,3;33388269;1744067;49143;45372;0;15,6;-4;16;0;397,4;397,3;396,1;2,8;3;2,4;0,062;1191;21;0;0;0;0;0;0;0;0
21.01.2016, 23:40;1,2;0,1;0,2;135,3;33388269;1744067;49143;45372;0;15,2;-4;16;0;397,2;397,7;396,1;2,8;3;2,7;0,076;1191;21;0;0;0;0;0;0;0;0
21.01.2016, 23:50;1,4;1;0;135,3;33388269;1744067;49143;45372;0;16;-4;15,1;0;397,7;397,7;396;3;3;3;0,009;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 00:00;1,4;1;0;135,3;33388269;1744067;49143;45372;0;16;-4;15;0;397,7;398;396,3;2,4;3;2,5;0,012;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 00:10;1,2;0;0,1;135,3;33388269;1744067;49143;45372;0;16;-4;15;0;397,8;398;396,4;3,2;3;2,8;0,03;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 00:20;1,2;0,5;0;135,3;33388269;1744067;49143;45372;0;16;-4;15,5;0;398;398;397;3;3,1;2,1;0;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 00:30;1,2;0;0;135,3;33388269;1744067;49143;45372;0;15,5;-4;15,4;0;399,1;399,4;397,7;2,9;3;2,5;0,043;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 00:40;1,2;0;0;135,2;33388269;1744067;49143;45372;0;15,1;-4,2;15,3;0;399,1;399,3;397,9;2,9;3;2,6;0,006;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 00:50;1,4;0,7;0,1;135,2;33388269;1744067;49143;45372;0;15,4;-4,9;15;0;399,1;399,4;397,8;3;3;2,5;0,056;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 01:00;1,3;0,8;0,2;135,3;33388269;1744067;49143;45372;0;16;-5;15;0;399,4;399,2;398,1;2,8;3,2;2,2;0,086;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 01:10;1;0;0;135,3;33388269;1744067;49143;45372;0;15,1;-5;15;0;400;400,2;398,8;2,7;3;2,7;0,021;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 01:20;1;0;0,3;135,3;33388269;1744067;49143;45372;0;15;-5;15;0;400;400,2;398,8;2,9;3;2,3;0,128;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 01:30;0,9;0;0,2;135,3;33388269;1744067;49143;45372;0;15;-5;15;0;400,2;400,5;399;3;3;2,5;0,086;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 01:40;1,1;0;0,1;135,3;33388269;1744067;49143;45372;0;15;-5;15,4;0;400,1;400,2;398,7;3,1;2,8;3;0,037;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 01:50;1;0;0;135,3;33388269;1744067;49143;45372;0;14,8;-5;15;0;400;400,1;398,4;2,6;2,8;2,7;0;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 02:00;1;0;0;135,3;33388269;1744067;49143;45372;0;14;-5;15;0;400,4;400,5;398,7;3,4;3;2,3;0,037;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 02:10;1,1;0;0,1;135,3;33388269;1744067;49143;45372;0;14;-5;15;0;399,9;400,1;398,7;3,1;3,1;2,7;0,035;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 02:20;1,3;0;-0,2;135,3;33388269;1744067;49143;45372;0;14;-5;15;0;401;401;399;3;4;2;0,027;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 02:30;1,3;0;-0,2;135,3;33388269;1744067;49143;45372;0;14;-5;15;0;401;401;399;3;4;2;0,027;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 02:40;1,3;0;-0,2;135,3;33388269;1744067;49143;45372;0;14;-5;15;0;401;401;399;3;4;2;0,027;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 02:50;1,3;0;-0,2;135,3;33388269;1744067;49143;45372;0;14;-5;15;0;401;401;399;3;4;2;0,027;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 03:00;1,3;0;-0,2;135,3;33388269;1744067;49143;45372;0;14;-5;15;0;401;401;399;3;4;2;0,027;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 03:10;1,3;0;-0,2;135,3;33388269;1744067;49143;45372;0;14;-5;15;0;401;401;399;3;4;2;0,027;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 03:20;1,3;0;-0,2;135,3;33388269;1744067;49143;45372;0;14;-5;15;0;401;401;399;3;4;2;0,027;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 03:30;1,1;0;-0,1;135,3;33388269;1744067;49143;45372;0;14;-5;15;0;400,6;400,6;398,9;2,9;3,5;2,2;0,033;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 03:40;1;0;0;135,3;33388269;1744067;49143;45372;0;14;-5;15;0;400,1;400,2;398,8;2,8;2,8;2,5;0,042;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 03:50;1;0;0;130,9;33388270;1744067;49143;45372;0;13,6;-5,3;15;0;399,5;399,6;398,2;2,8;2,8;2,5;0,048;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 04:00;1,1;0;0,1;132;33388270;1744067;49143;45372;0;13;-5,9;15;0;398,3;398,3;397,1;3;3;2,6;0,064;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 04:10;1,1;0;0,2;135,3;33388270;1744067;49143;45372;0;13;-6;15;0;398,3;398,1;397;2,8;3;2,7;0,069;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 04:20;0,9;0;0,2;135,3;33388270;1744067;49143;45372;0;13;-6;15;0;398,4;398,4;397;3,1;3,1;2,7;0,07;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 04:30;1;0;0,1;135,3;33388270;1744067;49143;45372;0;13;-6;15;0;398,4;398,6;397,1;3,2;3,2;2,3;0,042;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 04:40;1,1;0;0,1;135,3;33388270;1744067;49143;45372;0;12,1;-6;15;0;398;398;396,1;3;3;2;0,059;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 04:50;1,2;0;0,3;135,3;33388270;1744067;49143;45372;0;12;-6;15;0;398;397,7;396;2,7;3;2,3;0,121;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 05:00;1,2;0;0,1;135,3;33388270;1744067;49143;45372;0;12;-6;15;0;397,8;397,6;395,8;3,1;3;2,6;0,044;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 05:10;1,3;0;0,1;135,3;33388270;1744067;49143;45372;0;12;-6;15;0;397,1;397,1;396;3,1;3;2,7;0,043;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 05:20;1;0;0,1;135,3;33388270;1744067;49143;45372;0;12;-6;14,6;0;396,6;396,6;395,6;2,6;3;2,6;0,052;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 05:30;1;0;0,1;135,3;33388270;1744067;49143;45372;0;12;-6;14,6;0;396,6;396,6;395,6;2,6;3;2,6;0,054;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 05:40;1;0;0,1;135,3;33388270;1744067;49143;45372;0;12;-6;14,6;0;396,6;396,6;395,6;2,6;3;2,6;0,054;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 05:50;1;0;0,1;135,3;33388270;1744067;49143;45372;0;12;-6;14,6;0;396,6;396,6;395,6;2,6;3;2,6;0,054;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 06:00;1;0;0,1;135,3;33388270;1744067;49143;45372;0;12;-6;14,6;0;396,6;396,6;395,6;2,6;3;2,6;0,054;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 06:10;1;0;0,1;135,3;33388270;1744067;49143;45372;0;12;-6;14,6;0;396,6;396,6;395,6;2,6;3;2,6;0,054;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 06:20;1;0;0,1;135,3;33388270;1744067;49143;45372;0;12;-6;14,6;0;396,6;396,6;395,6;2,6;3;2,6;0,054;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 06:30;1;0;0;135,3;33388270;1744067;49143;45372;0;12;-6;14,5;0;396,6;396,6;395,6;2,7;3;2,6;0,047;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 06:40;1;0;0;135,3;33388270;1744067;49143;45372;0;12;-6,6;14;0;394,9;395;393,9;3,3;3,1;2,7;0,013;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 06:50;1,4;0,8;0;135,3;33388270;1744067;49143;45372;0;12,8;-7;13,1;0;393;393,1;392,1;3,5;3,5;2,8;0;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 07:00;1,8;1;0,1;135,3;33388270;1744067;49143;45372;0;13,4;-7;13;0;392,5;392,5;391,5;3,2;3,1;3;0,048;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 07:10;2;1,7;0,1;130,6;33388270;1744067;49143;45372;0;14,6;-7;13,5;0;393,2;393,3;392,3;3,1;3,2;3;0,044;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 07:20;2,6;2;0,2;135,5;33388270;1744067;49143;45372;0;16,4;-6,1;14;0;393,3;394;392,8;3,3;3;2,7;0,058;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 07:30;2,9;2,8;0,2;136,1;33388270;1744067;49143;45372;0;17,7;-6;14;0;393,3;393,2;392,2;3;3;2,7;0,062;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 07:40;2,4;10;33,7;134,5;33388270;1744069;49143;45372;0;26,5;-6,2;14,2;0;393,1;393,7;392,8;29,3;39,5;30,9;0,888;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 07:50;2,5;10;45,6;129,9;33388270;1744076;49143;45372;0;31;-7;16;0;394,6;395;394;33,9;47,9;47,1;0,913;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 08:00;2,6;10;56,5;125;33388270;1744086;49143;45372;0;34,1;-7,2;18,1;0;395;394,8;394;41,3;55,1;53,9;0,968;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 08:10;2,3;10;67,4;126,8;33388270;1744097;49143;45372;0;35,6;-7,9;19,3;0;395;395;394;48,5;63,4;61,5;0,997;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 08:20;2,3;10;61,1;128,5;33388270;1744100;49143;45373;0;36,5;-8;20,5;0;395;395;394;43;58;56,5;1;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 08:30;2,3;10;61,1;128,5;33388270;1744100;49143;45373;0;36,5;-8;20,5;0;395;395;394;43;58;56,5;1;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 08:40;2,3;10;61,1;128,5;33388270;1744100;49143;45373;0;36,5;-8;20,5;0;395;395;394;43;58;56,5;1;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 08:50;2,3;10;61,1;128,5;33388270;1744100;49143;45373;0;36,5;-8;20,5;0;395;395;394;43;58;56,5;1;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 09:00;2,3;10;61,1;128,5;33388270;1744100;49143;45373;0;36,5;-8;20,5;0;395;395;394;43;58;56,5;1;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 09:10;2,3;10;61,1;128,5;33388270;1744100;49143;45373;0;36,5;-8;20,5;0;395;395;394;43;58;56,5;1;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 09:20;2,3;10;61,1;128,5;33388270;1744100;49143;45373;0;36,5;-8;20,5;0;395;395;394;43;58;56,5;1;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 09:30;1,6;7;42,7;89,9;33388270;1744105;49143;45373;0;25,5;-5,6;14,3;0;276,5;276,5;275,8;30,1;40,6;39,5;0,7;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 09:40;0;0;0;0;33388270;1744105;49143;45373;0;0;0;0;9999;0;0;0;0;0;0;0;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 09:50;0;0;0;0;33388270;1744105;49143;45373;0;0;0;0;9999;0;0;0;0;0;0;0;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 10:00;0;0;0;0;33388270;1744105;49143;45373;0;0;0;0;9999;0;0;0;0;0;0;0;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 10:10;0;0;0;0;33388270;1744105;49143;45373;0;0;0;0;9999;0;0;0;0;0;0;0;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 10:20;0;0;0;0;33388270;1744105;49143;45373;0;0;0;0;9999;0;0;0;0;0;0;0;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 10:30;0;0;0;0;33388270;1744105;49143;45373;0;0;0;0;9999;0;0;0;0;0;0;0;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 10:40;0;0;0;0;33388270;1744105;49143;45373;0;0;0;0;9999;0;0;0;0;0;0;0;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 10:50;0;0;0;0;33388270;1744105;49143;45373;0;0;0;0;9999;0;0;0;0;0;0;0;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 11:00;0;0;0;0;33388270;1744105;49143;45373;0;0;0;0;9999;0;0;0;0;0;0;0;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 11:10;0;0;0;0;33388270;1744105;49143;45373;0;0;0;0;9999;0;0;0;0;0;0;0;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 11:20;0;0;0;0;33388270;1744105;49143;45373;0;0;0;0;9999;0;0;0;0;0;0;0;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 11:30;0;0;0;0;33388270;1744105;49143;45373;0;0;0;0;9999;0;0;0;0;0;0;0;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 11:40;0;0;0;0;33388270;1744105;49143;45373;0;0;0;0;9999;0;0;0;0;0;0;0;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 11:50;0;0;0;0;33388270;1744105;49143;45373;0;0;0;0;9999;0;0;0;0;0;0;0;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 12:00;0;0;0;0;33388270;1744105;49143;45373;0;0;0;0;9999;0;0;0;0;0;0;0;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 12:10;0;0;0;0;33388270;1744105;49143;45373;0;0;0;0;9999;0;0;0;0;0;0;0;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 12:20;0;0;0;0;33388270;1744105;49143;45373;0;0;0;0;9999;0;0;0;0;0;0;0;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 12:30;0;0;0;0;33388270;1744105;49143;45373;0;0;0;0;9999;0;0;0;0;0;0;0;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 12:40;0;0;0;0;33388270;1744105;49143;45373;0;0;0;0;9999;0;0;0;0;0;0;0;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 12:50;0;0;0;0;33388270;1744105;49143;45373;0;0;0;0;9999;0;0;0;0;0;0;0;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 13:00;0;0;0;0;33388270;1744105;49143;45373;0;0;0;0;9999;0;0;0;0;0;0;0;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 13:10;0;0;0;0;33388270;1744105;49143;45373;0;0;0;0;9999;0;0;0;0;0;0;0;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 13:20;0;0;0;0;33388270;1744105;49143;45373;0;0;0;0;9999;0;0;0;0;0;0;0;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 13:30;0;0;0;0;33388270;1744105;49143;45373;0;0;0;0;9999;0;0;0;0;0;0;0;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 13:40;0;0;0;0;33388270;1744105;49143;45373;0;0;0;0;9999;0;0;0;0;0;0;0;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 13:50;0;0;0;0;33388270;1744105;49143;45373;0;0;0;0;9999;0;0;0;0;0;0;0;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 14:00;0;0;0;0;33388270;1744105;49143;45373;0;0;0;0;9999;0;0;0;0;0;0;0;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 14:10;0;0;0;0;33388270;1744105;49143;45373;0;0;0;0;9999;0;0;0;0;0;0;0;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 14:20;0;0;0;0;33388270;1744105;49143;45373;0;0;0;0;9999;0;0;0;0;0;0;0;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 14:30;0;0;0;0;33388270;1744105;49143;45373;0;0;0;0;9999;0;0;0;0;0;0;0;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 14:40;0;0;0;0;33388270;1744105;49143;45373;0;0;0;0;9999;0;0;0;0;0;0;0;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 14:50;0;0;0;0;33388270;1744105;49143;45373;0;0;0;0;9999;0;0;0;0;0;0;0;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 15:00;0;0;0;0;33388270;1744105;49143;45373;0;0;0;0;9999;0;0;0;0;0;0;0;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 15:10;0;0;0;0;33388270;1744105;49143;45373;0;0;0;0;9999;0;0;0;0;0;0;0;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 15:20;0;0;0;0;33388270;1744105;49143;45373;0;0;0;0;9999;0;0;0;0;0;0;0;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 15:30;0;0;0;0;33388270;1744105;49143;45373;0;0;0;0;9999;0;0;0;0;0;0;0;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 15:40;0;0;0;0;33388270;1744105;49143;45373;0;0;0;0;9999;0;0;0;0;0;0;0;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 15:50;0;0;0;0;33388270;1744105;49143;45373;0;0;0;0;9999;0;0;0;0;0;0;0;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 16:00;0;0;0;0;33388270;1744105;49143;45373;0;0;0;0;9999;0;0;0;0;0;0;0;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 16:10;0;0;0;0;33388270;1744105;49143;45373;0;0;0;0;9999;0;0;0;0;0;0;0;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 16:20;0;0;0;0;33388270;1744105;49143;45373;0;0;0;0;9999;0;0;0;0;0;0;0;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 16:30;0;0;0;0;33388270;1744105;49143;45373;0;0;0;0;9999;0;0;0;0;0;0;0;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 16:40;0;0;0;0;33388270;1744105;49143;45373;0;0;0;0;9999;0;0;0;0;0;0;0;1191;21;0;0;0;0;0;0;0;0
22.01.2016, 16:50;6;12,8;503,7;97;33388770;1744122;49144;45373;11,5;47;-1,6;24,6;9999;316,8;317,1;316;428;430,7;420,8;0,795;1198;21;0;0;0;0;0;0;0;0
22.01.2016, 17:00;7,7;16;747,7;118,9;33388864;1744122;49144;45373;15,4;60,6;-2;32,2;0;396;396,2;394,8;637,5;642,8;629;0,988;1198;21;0;0;0;0;0;0;0;0
22.01.2016, 17:10;8,1;16;822,2;118,9;33389002;1744122;49144;45373;16,9;62,7;-2;34,1;0;395,8;396;394,6;700,2;705,8;691,4;0,991;1198;21;0;0;0;0;0;0;0;0
22.01.2016, 17:20;8,4;16;852,9;118,5;33389139;1744122;49144;45373;18,2;63,3;-2;35,1;0;395,8;395,8;394,7;725,6;731,4;715,7;0,991;1198;21;0;0;0;0;0;0;0;0
22.01.2016, 17:30;8,3;16;883,7;117;33389289;1744122;49145;45373;19,6;65,2;-2;37,2;0;395,8;396;394,7;758,3;764,2;749;0,983;1198;21;0;0;0;0;0;0;0;0
22.01.2016, 17:40;8,7;16;971,2;119,2;33389466;1744122;49145;45373;20,5;66;-2;40,2;0;396;396,1;395,1;833,3;840,2;824,1;0,981;1198;21;0;0;0;0;0;0;0;0
22.01.2016, 17:50;8,2;16;952,1;118,6;33389624;1744122;49145;45373;21,5;64,2;-2;43,1;0;396,6;396,2;395,1;819,8;826,1;810,4;0,977;1198;21;0;0;0;0;0;0;0;0
22.01.2016, 18:00;8,4;16;931;118;33389774;1744122;49145;45373;21,9;64;-2;44,9;0;396,9;396,9;395,3;810,6;817,5;801,3;0,965;1198;21;0;0;0;0;0;0;0;0
22.01.2016, 18:10;8,6;16;981;118,7;33389941;1744122;49145;45373;22,6;63,1;-2;46;0;397;397,1;395,7;835,4;842,4;825,5;0,988;1198;21;0;0;0;0;0;0;0;0
22.01.2016, 18:20;8,3;16;921,5;118,7;33390093;1744122;49145;45373;23;63;-2,1;46,1;0;396,8;396,8;395,6;796,9;804,1;788;0,973;1198;21;0;0;0;0;0;0;0;0
22.01.2016, 18:30;8,1;16;823,1;119,1;33390227;1744122;49146;45373;21,8;63;-3;47;0;397;397;395,6;707;714,3;698,5;0,979;1198;21;0;0;0;0;0;0;0;0
22.01.2016, 18:40;8;16;819,7;118,4;33390360;1744122;49146;45373;21;63,1;-3;47;0;397;397;396;693,1;699,6;684,5;0,994;1198;21;0;0;0;0;0;0;0;0
